index,Name,Smiles,Details,Reference,Year,log10_H2O,diamine_name,diamine_smiles,acyl_chloride_name,acyl_chloride_smiles,,confidence,verification_source
863,NC-LAP-0.3 wt%-Dip-Coating-30s,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/admi.201902108,2020,2.1712,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
864,NC-LAP-0.3 wt%-Dip-Coating-40s,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/admi.201902108,2020,2.2473,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
865,NC-LAP-0.3 wt%-Dip-Coating-60s,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/admi.201902108,2020,2.7,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
866,NC-LAP-0.3 wt%-Dip-Coating-80s,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/admi.201902108,2020,1.8633,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
867,VIR-RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,4.94,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
868,AM-RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,5.45,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
869,MAM-RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,5.72,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
870,SA-RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,5.1,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
871,AM-UV,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,6.16,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
872,MAM-UV,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,6.34,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
873,SA-UV,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121158,2022,5.71,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
874,PT22-D,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1038/s41467-021-22684-1,2021,7.658008463,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
875,PT26-D,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1038/s41467-021-22684-1,2021,6.300536636,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
876,PT30-D,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1038/s41467-021-22684-1,2021,5.076093724,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
877,TFC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.seppur.2020.118249,2021,3.07,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
878,TFN,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.seppur.2020.118249,2021,3.63,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
879,TFN(5H),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.seppur.2020.118249,2021,3.53,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
880,TFN(5M),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.seppur.2020.118249,2021,3.5,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
881,TFN(10H),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.seppur.2020.118249,2021,3.51,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
882,TFN(10M),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.seppur.2020.118249,2021,3.11,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
883,PA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,0.854654824,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
884,AC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,1.786644096,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
885,GO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,1.783607757,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
886,M10,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,1.089758336,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
887,M20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,2.641208303,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
888,M30,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,2.873095139,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
889,M40,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,2.698688299,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
890,M50,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,2.197432208,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
891,M60,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1002/admi.202100533,2021,2.261344116,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
892,M2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118209,2020,4.16,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
893,M0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118209,2020,2.55,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
894,M1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118209,2020,4.1,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
895,TF-C0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118498,2020,1.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
896,TFC0.5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118498,2020,2.32,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
897,TF-C1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118498,2020,3.15,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
898,TF-C1.5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118498,2020,3.32,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
899,TFC RO Membranes(M-PEICA),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2022.115972,2022,4.78,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
900,TFC RO membranes(Pristine),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2022.115972,2022,2.83,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
902,T-TMC–MPD,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1038/s41467-020-19809-3,2020,1.342519362,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
903,A-TMC–MPD,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1038/s41467-020-19809-3,2020,4.060050891,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
904,MPDTMC-20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/adma.202001132,2020,15.07380688,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
905,MPDTrip-20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1002/adma.202001132,2020,4.063997774,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
908,TFC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,0.93,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
909,TFC-Cl,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,2.09,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
910,TFN-HNT,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,1.61,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
911,TFN-HNT-Cl,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,3.78,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
912,NF270 with 12 MLD cycles,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2021.115334,2021,2.1,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
913,NF270 with 18 MLD cycles,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2021.115334,2021,1.4,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
914,TFN-HNT-G1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,3.78,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
915,TFN-HNT-G1-Cl,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,2.24,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
916,TFN-HNT-G2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,2.32,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
917,TFN-HNT-G2-Cl,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,3.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
918,TFN-HNT-G3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,2.06,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
919,TFN-HNT-G3-Cl,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.119039,2020,3.15,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
920,TFC-octane,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119173,2021,1.25,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
921,TFC-heptane,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119173,2021,1.12,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
922,TFC-hexane,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119173,2021,1.43,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
923,TFC-pentane,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119173,2021,1.75,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
924,TFC-L2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121248,2022,5.99,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
925,TFC-L3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121248,2022,3.65,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
926,TFC-L3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121248,2022,2.06,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
927,TFC-L4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121248,2022,1.6,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
928,TFC5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.desal.2022.116307,2023,5.95,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
931,bare RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,1.32,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
932,0.001%MIL/RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,1.61,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
933,0.002wt% MIL/RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,2.02,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
934,0.005wt% MIL/RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,2.99,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
935,0.01wt%MIL/RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,1.57,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
936,0.02wt%MIL/RO,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2022.121066,2022,1.28,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
946,LCLE,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.jece.2021.106223,2021,4.38,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
948,RNF,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,5.390729304,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
949,CNF3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,11.63591171,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
950,CNF4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,10.82601499,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
951,CNF5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,9.490142405,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
952,CNF6,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,9.079890233,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
953,CNF7,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsami.0c12588,2020,8.687535548,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
954,PA,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2020.118299,2020,3.16,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
955,PA-MMP 002,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2020.118299,2020,3.73,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
956,PA-MMP 005,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2020.118299,2020,4.18,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
